anio,codigo,descripcion,categoria,total
2021,6105,Falta de licencia o documentación o inhabilitado (transporte público),otras,33
2021,6110,Permitir conducir sin Licencia o Inhabilitado (titular/transporte),otras,22
2021,6120,Conducir con Licencia Vencida o Caduca,documentacion,1451
2021,6121,"Permitir conducir con licencia o documentación vencida (titular, mandataria o responsable)",otras,45
2021,6122,Licencia o documentación habilitante vencida (transporte público),otras,50
2021,6130,Conducir sin anteojos o lentes contacto segun Licencia,otras,70
2021,6140,Conducir c/licencia conductor No Correspondiente,otras,2193
2021,6150,Permitir Conducir c/licencia conductor No Correspondiente(titular/transporte),otras,50
2021,6160,Permitir o Facilitar manejo persona sin edad s/tipo vehiculo,otras,29
2021,6161,Exhibición de documentación (no exhibir ced verde vigente a nombre del tit  o ced azul de conductor),documentacion,7799
2021,6162,"Exceso de Velocidad + de 140 Km/h (taxis, pasajeros, escolares o remises)",otras,5
2021,6163,"Exceso de Velocidad mas de 20Km/h en Calle o Avenida (taxis, pasajeros, escolares, remises)",otras,1
2021,6164,"Exceso de Velocidad en màs de 40Km/h en vías rápidas (taxis, pasajeros, escolares o remises)",otras,1
2021,6165,Trans de sustancias peligrosas (no exhibir corresp insc en Reg de Transportistas segun norm vigente),otras,1
2021,6166,Vehiculo Transporte de sustancias alimenticias sin habilitaciòn,otras,16
2021,6167,"Obstruccion de via (en carriles exclusivos y/o, metrobus y premetro)",otras,935
2021,6168,"Titular o responsable vehiculo transporte de escolares que dañe, altere o retire disp de alcoholemia",alcohol,2
2021,6169,"Conductor que dañe, altere o retire dispositivo",otras,26
2021,6171,Obstruir LUGAR RESERVADO Vehíc. Persona discapac./RAMPA discapac.,otras,1028
2021,6172,Obstruccion de circulacion al transito,otras,144
2021,6180,No exhibir documentacion sobre transporte de sustancias peligrosas,otras,30
2021,6181,Conductor vehiculo con taximetro que se negara sin justificacion a transportar pasajero,otras,4
2021,6182,Cond vehiculo con taximetro que se negara a interrumpir func del mecanismo y/o disp de publicidad,otras,1
2021,6183,Cond vehiculo con taximetro que no porte ficha identif del titular de la licencia o la del conductor,otras,2
2021,6184,Titular vehiculo de carga exceda peso maximo por eje,otras,1
2021,6185,Carga y descarga (propietario y/o responsable del comercio),otras,185
2021,6186,"Violacion de semaforo (taxis, escolares , pasajeros, remises. Prestando servicio)",otras,1326
2021,6187,"Negativa de someterse a control (taxis, escolares , pasajeros, remises. Prestando servicio)",alcohol,24
2021,6190,Falta poliza seguro contra terceros,otras,5094
2021,6191,Falta poliza seguro contra terceros (no cuente),otras,3430
2021,6200,Placas dominio. Falta/antirreglamentarias/mal estado,otras,13210
2021,6220,Circular con Placas de OTRO dominio.,otras,13
2021,6230,Circular con equipo Antiradar o Antifoto,otras,26
2021,6240,Revision tecnica No porte certificado,otras,1884
2021,6241,Revision tecnica (no realizarla o certificado vencido),otras,18003
2021,6242,Incumplimiento grabado de autopartes (Titular/Tomador),otras,47
2021,6243,Incumplimiento grabado de autopartes (Gestor /Mandat /Concesionaria /Intermediario ),otras,2
2021,6250,Frenos/Luces/elementos seguridad Falta o Deficientes,otras,283
2021,6270,No uso cinturon de seguridad,otras,3956
2021,6271,Menores de edad en asiento trasero SIN dispositivo retencion infantil o SIN acompañante mayor,otras,11
2021,6272,Sistemas o dispositivos de retencion infantil,otras,419
2021,6280,"Limitador de velocidad, Falta / Funciona incorrectamente",otras,38
2021,6290,"Dispositivo control gases, Falta /Mal funcionamiento",otras,19
2021,6310,Verter liquido combustible o aguas servidas,otras,16
2021,6330,Dispositivo de control de ruido y silenciador Falta /Mal funcionamiento,otras,192
2021,6350,Uso indebido e bocina,otras,344
2021,6370,Colocacion Bocinas o sirenas antirreglamentarias,otras,20
2021,6390,Uso Paragolpe antirreglamentario,otras,12
2021,6410,Falta Paragolpe,otras,55
2021,6430,Uso de Vidrios tonalizados antirreglamentarios,otras,111
2021,6450,"Falta/sin vision, Espejos Retrovisores",otras,2246
2021,6470,Falta Tapa Combustible,otras,12
2021,6490,Conducir utilizando Celular / Auriculares / Reproductor de video,otras,41426
2021,6492,Conductor redactando/enviando mensaje de texto,otras,8729
2021,6501,Permitir Viajar personas impedidas en asiento delantero,velocidad,5513
2021,6525,Exceso Velocidad hasta 10Km/h de la Máxima permitida para el tipo de arteria,velocidad,108
2021,6526,Exceso Velocidad más de 10Km/h y hasta 20Km/h de la Máxima permitida para el tipo de arteria,velocidad,33
2021,6527,Exceso Velocidad hasta 20Km/h de la Máxima permitida en vías rápidas,velocidad,11
2021,6528,Exceso Velocidad más de 20Km/h y hasta 40Km/h de la Máxima permitida en vías rápidas,velocidad,2
2021,6529,Exceso Velocidad más 20Km de la Máxima permitida para el tipo de arteria y hasta 140 km/h,velocidad,3
2021,6530,Exceso Velocidad más de 40Km/h de la Máxima permitida en vías rápidas y hasta 140 km/h,velocidad,2
2021,6531,Exceso Velocidad más de 140Km/h,velocidad,2127
2021,6534,Exceso de velocidad de 0 a 10% ms de la velocidad permitida,velocidad,716589
2021,6535,Exceso de velocidad de 10% a 30% ms de la velocidad permitida,velocidad,1250987
2021,6536,Exceso de velocidad de 30% mas de la velocidad permitida hasta 140Km/h  (Particulares),velocidad,219851
2021,6537,Exceso de velocidad de 30% mas de la velocidad permitida hasta 140Km/h  (Tte.Pasajeros),velocidad,6127
2021,6540,Circulación en sentido contrario,velocidad,4663
2021,6541,Asignar viaje a Repartidor/Mensajero no habilitado/vehíc no habilitado/habilitación no vigente,velocidad,2
2021,6542,Asignar viaje a Repartidor/Mensajero con habilitac.vencida/habilitac.vehíc. vencida,velocidad,6
2021,6548,Realizar servicio mensajería/reparto a domicilio con vehículo no autorizado y/o con acompañantes,velocidad,2
2021,6549,No utilizar la identificación con número de habilitación/indumentaria con bandas reflectivas,velocidad,3
2021,6551,Servicio mensajería/reparto en ciclorodado sin hab/ hab vencida/ excede límite del objeto de aquella,velocidad,4
2021,6552,Servicio mensajería/reparto en Motovehiculo sin hab /hab vencida /excede límite del objeto,velocidad,312
2021,6555,No aplicación de la tarifa de taxi vigente s/art 12.5.9 CTyT,velocidad,1
2021,6560,Invasión parcial de vías,velocidad,94
2021,6580,No respetar carriles/Maniobras Peligrosas,velocidad,7271
2021,6600,Girar a izquierda/derecha en lugar prohibido,otras,7619
2021,6620,No respetar paso o cartel PARE en bocacalle,otras,63
2021,6640,Marcha atras en forma indebida,otras,1118
2021,6660,Forzar barrera/evadir pago peaje autopista,peajes,251123
2021,6670,Infrigir normas Transporte Sustancias Peligrosas,otras,2
2021,6680,Obstruir vía Transversal/Ciclovía/Vereda/Estac. reservado,otras,3185
2021,6700,No ceder Paso a Polic/Bombe/Ambula/Serv.Pub.o Urgen.,otras,78
2021,6720,Interrumpir Filas Escolares,otras,52
2021,6740,No respetar Senda Peatonal/Paso Peaton,otras,10298
2021,6760,Circular por Zona/Carril o c/peso/poten./tamaño Prohibido,carriles,5325
2021,6761,"Carriles o vías prohíbidas (tránsito rápido,diferenciado,metrobus)",carriles,163485
2021,6762,"Carriles o vías prohíbidas (ciclovía,contramano en contracarril)",otras,2526
2021,6780,Prohib.circular según DIA/HORA/CARAC.VEHIC (vehículos),otras,707
2021,6781,Prohib.circular según DIA/HORA/CARAC.VEHIC y/u OCUPANTES (moto),otras,68
2021,6782,Prohib.circular según DIA/HORA/CARAC.VEHIC y/u OCUPANTES s/norma 5.3.2.i Ley2148 (MOTO),otras,53
2021,6800,Nro.ocupantes mayor a capacidad vehiculo,otras,301
2021,6820,No respetar lugar asc/desc-acercar a acera/puertas abiertas etc(pasajeros),otras,230
2021,6830,Ocupar lugar no destinado para viajar,otras,33
2021,6840,No cumplir norma uso radio/reproductor sonido/fumar/trato al pasajero,otras,5
2021,6850,No cumplir norma horario/ropa/requisito vehiculo Tte. pasajero,otras,6
2021,6861,No Cumplir Normas  s/requisitos Vehículos Escolares sin habilitación,otras,2
2021,6862,Conducir sin poseer la licencia,otras,6521
2021,6870,No Cumplir Normas s/requisitos Vehículos de Transporte c/habilitación,otras,10
2021,6871,Servicio de Taxis Sin Habilitación,otras,5
2021,6873,Radio taxi que no este abonado a una estación central o difiera estación abonada,otras,1
2021,6876,No aplicación de la tarifa de taxi vigente,otras,1
2021,6877,No Cumplir Normas/requisitos Vehículos de Transporte sin habilitación,otras,53
2021,6878,Requisitos de los vehiculos de transporte de carga,otras,9
2021,6879,Requisitos de los vehiculos de transporte de carga sin habilitacion,otras,44
2021,6880,No cumplir norma  Peso/dimen/permisos/carga descubierta/seguro(carga),otras,22
2021,6881,"Transporte de carga (transp.Explosivos, inflamables, animales, etc.)",otras,6
2021,6882,Prestacion servicio publico Taxis c/licencia taxi vencida (dentro 360 vencida),otras,34
2021,6883,Prestacion servicio publico Taxis c/licencia vencida (mas de 360 vencida),otras,11
2021,6890,Carga y descarga fuera de hora/lugar prohibido,otras,912
2021,6900,Estac. lugar prohib./forma indebida/antirreglamentaria,estacionamiento,218691
2021,6910,Estac. LUGAR RESERVADO (paradas/garage/ciclovias/carril exclusivo/Micro-Macrocentro/otros),estacionamiento,78658
2021,6911,Estacionar en LUGAR RESERVADO Vehíc. Persona discapac./RAMPA discapac.,estacionamiento,12406
2021,6920,Estac. lugar sin ticket/hora vencida,estacionamiento,15847
2021,6935,Estacionamiento en areas peatonales,estacionamiento,32139
2021,6950,Enseñar conduccion en lugar no autorizado,estacionamiento,27
2021,6960,Enseñar conduccion (por Academia) en lugar no autorizado,estacionamiento,32
2021,6970,Peaton: No respetar lugar cruce calles/aven./semaforos,estacionamiento,98
2021,6980,No respetar indicaciones Autoridad dirige Transito,estacionamiento,9439
2021,7001,Infraccion regimen motovehiculos,alcohol_otros,4897
2021,7002,Circular con acompañante que no usa el  CHALECO reflectante obligatorio (MOTO),alcohol_otros,1500
2021,7010,Circular sin utilizar Antiparras (Moto/Ciclomotor/motoneta),alcohol_otros,35
2021,7021,(Ciclorodado) Regimen ciclorodados y dipositivos de movilidad personal,alcohol_otros,21
2021,7022,(Dispositivo movilidad personal) Regimen ciclorodados y dipositivos de movilidad personal,alcohol_otros,13
2021,7045,Obstruccion de estacionamiento y/o circulacion,alcohol_otros,4944
2021,7050,Violar Luz Roja,alcohol_otros,25275
2021,7062,Negarse a someterse al control de alcoholemia/estupefac/otra sustancia similar (conductor/acompaña),alcohol,259
2021,7063,Contribución a conducción peligrosa.,alcohol_otros,43
2021,7064,Utilizar en infraccion cartel/credencial/documento sobre franquicia transito/estacionamiento,alcohol_otros,1668
2021,7065,Uso indebido de luces,alcohol_otros,70
2021,7066,Utilizacion de luces prohibidas,alcohol_otros,99
2021,7530,Circular en Infraccion Normas regulan servicio Remise/Escolares/Taxi,alcohol_otros,1
2021,8880,Incumplimiento de identificacion de conductor,otras,1168
2021,8884,Señalizacion de obras,otras,5
2021,8885,"Paradas, otras señales y simbolos",otras,104
2021,8886,Conductores principiantes,otras,6
2021,8910,Violación de Barreras Ferroviarias - Particular,otras,215
2021,8911,Violación de Barreras Ferroviarias - Transporte,otras,9
2021,8914,Empresa de radio taxi sin habilitación,otras,1
2021,8920,Asignación de viajes de radio taxi a vehículos sin licencias de taxis (quien asigne viajes),otras,1
2021,8924,Incumplimiento a la autorización para funcionar como radio taxi,otras,2
2021,8926,Nomina de abonados (prestar servicio con menor cantidad de abonados),otras,2
2021,8936,Eliminación señales de radio taxi,otras,1
2021,8939,Equipo no homologado (quien preste servicios sin haber verificado y/o registrado ante la Autoridad,otras,2
2021,8942,"Taxi , transp escolar, remise, vehic fantasia , otro sin autorizacion",otras,996
2021,8943,Vehic transporte pasajeros no cumple con VTV,otras,78
2021,8944,Vehic transporte pasajeros en infraccion,otras,39
2022,1111,Expediente Infraccion de Transito,otras,3762
2022,1149,Otras infracciones de transito,otras,1
2022,6100,Conducir sin portar la licencia,documentacion,5470
2022,6105,Falta de licencia o documentación o inhabilitado (transporte público),otras,22
2022,6110,Permitir conducir sin Licencia o Inhabilitado (titular/transporte),otras,2
2022,6120,Conducir con Licencia Vencida o Caduca,documentacion,6238
2022,6121,"Permitir conducir con licencia o documentación vencida (titular, mandataria o responsable)",otras,36
2022,6122,Licencia o documentación habilitante vencida (transporte público),otras,51
2022,6130,Conducir sin anteojos o lentes contacto segun Licencia,otras,227
2022,6140,Conducir c/licencia conductor No Correspondiente,otras,1210
2022,6150,Permitir Conducir c/licencia conductor No Correspondiente(titular/transporte),otras,29
2022,6160,Permitir o Facilitar manejo persona sin edad s/tipo vehiculo,otras,22
2022,6161,Exhibición de documentación (no exhibir ced verde vigente a nombre del tit  o ced azul de conductor),documentacion,7041
2022,6162,"Exceso de Velocidad + de 140 Km/h (taxis, pasajeros, escolares o remises)",otras,5
2022,6163,"Exceso de Velocidad mas de 20Km/h en Calle o Avenida (taxis, pasajeros, escolares, remises)",otras,1
2022,6165,Trans de sustancias peligrosas (no exhibir corresp insc en Reg de Transportistas segun norm vigente),otras,1
2022,6166,Vehiculo Transporte de sustancias alimenticias sin habilitaciòn,otras,11
2022,6167,"Obstruccion de via (en carriles exclusivos y/o, metrobus y premetro)",otras,970
2022,6168,"Titular o responsable vehiculo transporte de escolares que dañe, altere o retire disp de alcoholemia",alcohol,6
2022,6169,"Conductor que dañe, altere o retire dispositivo",otras,49
2022,6171,Obstruir LUGAR RESERVADO Vehíc. Persona discapac./RAMPA discapac.,otras,5132
2022,6172,Obstruccion de circulacion al transito,otras,629
2022,6180,No exhibir documentacion sobre transporte de sustancias peligrosas,otras,33
2022,6181,Conductor vehiculo con taximetro que se negara sin justificacion a transportar pasajero,otras,4
2022,6182,Cond vehiculo con taximetro que se negara a interrumpir func del mecanismo y/o disp de publicidad,otras,1
2022,6183,Cond vehiculo con taximetro que no porte ficha identif del titular de la licencia o la del conductor,otras,2
2022,6184,Titular vehiculo de carga exceda peso maximo por eje,otras,19
2022,6185,Carga y descarga (propietario y/o responsable del comercio),otras,188
2022,6186,"Violacion de semaforo (taxis, escolares , pasajeros, remises. Prestando servicio)",otras,3882
2022,6187,"Negativa de someterse a control (taxis, escolares , pasajeros, remises. Prestando servicio)",alcohol,34
2022,6190,Falta poliza seguro contra terceros,otras,5316
2022,6191,Falta poliza seguro contra terceros (no cuente),otras,2516
2022,6200,Placas dominio. Falta/antirreglamentarias/mal estado,otras,21833
2022,6220,Circular con Placas de OTRO dominio.,otras,34
2022,6230,Circular con equipo Antiradar o Antifoto,otras,44
2022,6240,Revision tecnica No porte certificado,otras,1708
2022,6241,Revision tecnica (no realizarla o certificado vencido),otras,19977
2022,6242,Incumplimiento grabado de autopartes (Titular/Tomador),otras,35
2022,6243,Incumplimiento grabado de autopartes (Gestor /Mandat /Concesionaria /Intermediario ),otras,2
2022,6250,Frenos/Luces/elementos seguridad Falta o Deficientes,otras,900
2022,6270,No uso cinturon de seguridad,otras,10068
2022,6271,Menores de edad en asiento trasero SIN dispositivo retencion infantil o SIN acompañante mayor,otras,39
2022,6272,Sistemas o dispositivos de retencion infantil,otras,712
2022,6280,"Limitador de velocidad, Falta / Funciona incorrectamente",otras,36
2022,6290,"Dispositivo control gases, Falta /Mal funcionamiento",otras,27
2022,6310,Verter liquido combustible o aguas servidas,otras,12
2022,6330,Dispositivo de control de ruido y silenciador Falta /Mal funcionamiento,otras,794
2022,6350,Uso indebido e bocina,otras,1597
2022,6370,Colocacion Bocinas o sirenas antirreglamentarias,otras,173
2022,6390,Uso Paragolpe antirreglamentario,otras,43
2022,6410,Falta Paragolpe,otras,65
2022,6430,Uso de Vidrios tonalizados antirreglamentarios,otras,566
2022,6450,"Falta/sin vision, Espejos Retrovisores",otras,1820
2022,6470,Falta Tapa Combustible,otras,12
2022,6490,Conducir utilizando Celular / Auriculares / Reproductor de video,otras,60765
2022,6492,Conductor redactando/enviando mensaje de texto,otras,10245
2022,6501,Permitir Viajar personas impedidas en asiento delantero,velocidad,8987
2022,6512,Exceso Velocidad +20Km de la Maxima permitida en calle/avenida(particulares),velocidad,1
2022,6519,No respetar limites de velocidad minimos,velocidad,3
2022,6520,Exceso de Velocidad,velocidad,1
2022,6525,Exceso Velocidad hasta 10Km/h de la Máxima permitida para el tipo de arteria,velocidad,5
2022,6526,Exceso Velocidad más de 10Km/h y hasta 20Km/h de la Máxima permitida para el tipo de arteria,velocidad,10
2022,6527,Exceso Velocidad hasta 20Km/h de la Máxima permitida en vías rápidas,velocidad,4
2022,6529,Exceso Velocidad más 20Km de la Máxima permitida para el tipo de arteria y hasta 140 km/h,velocidad,2
2022,6530,Exceso Velocidad más de 40Km/h de la Máxima permitida en vías rápidas y hasta 140 km/h,velocidad,3
2022,6531,Exceso Velocidad más de 140Km/h,velocidad,786
2022,6534,Exceso de velocidad de 0 a 10% ms de la velocidad permitida,velocidad,186958
2022,6535,Exceso de velocidad de 10% a 30% ms de la velocidad permitida,velocidad,649229
2022,6536,Exceso de velocidad de 30% mas de la velocidad permitida hasta 140Km/h  (Particulares),velocidad,73776
2022,6537,Exceso de velocidad de 30% mas de la velocidad permitida hasta 140Km/h  (Tte.Pasajeros),velocidad,2306
2022,6540,Circulación en sentido contrario,velocidad,5197
2022,6541,Asignar viaje a Repartidor/Mensajero no habilitado/vehíc no habilitado/habilitación no vigente,velocidad,1
2022,6542,Asignar viaje a Repartidor/Mensajero con habilitac.vencida/habilitac.vehíc. vencida,velocidad,6
2022,6545,Adulterar datos provistos s/Cap 13.11 Cód.Tránsito y Transporte,velocidad,1
2022,6547,No proveer seguros a mensajeros/repartidores s/Cap.13.6 Cód Tránsito y Transito,velocidad,1
2022,6551,Servicio mensajería/reparto en ciclorodado sin hab/ hab vencida/ excede límite del objeto de aquella,velocidad,6
2022,6552,Servicio mensajería/reparto en Motovehiculo sin hab /hab vencida /excede límite del objeto,velocidad,147
2022,6560,Invasión parcial de vías,velocidad,281
2022,6580,No respetar carriles/Maniobras Peligrosas,velocidad,10737
2022,6600,Girar a izquierda/derecha en lugar prohibido,otras,10482
2022,6620,No respetar paso o cartel PARE en bocacalle,otras,91
2022,6640,Marcha atras en forma indebida,otras,891
2022,6660,Forzar barrera/evadir pago peaje autopista,peajes,413201
2022,6680,Obstruir vía Transversal/Ciclovía/Vereda/Estac. reservado,otras,7849
2022,6700,No ceder Paso a Polic/Bombe/Ambula/Serv.Pub.o Urgen.,otras,110
2022,6720,Interrumpir Filas Escolares,otras,407
2022,6740,No respetar Senda Peatonal/Paso Peaton,otras,43753
2022,6760,Circular por Zona/Carril o c/peso/poten./tamaño Prohibido,carriles,33704
2022,6761,"Carriles o vías prohíbidas (tránsito rápido,diferenciado,metrobus)",carriles,143534
2022,6762,"Carriles o vías prohíbidas (ciclovía,contramano en contracarril)",otras,2460
2022,6780,Prohib.circular según DIA/HORA/CARAC.VEHIC (vehículos),otras,145
2022,6781,Prohib.circular según DIA/HORA/CARAC.VEHIC y/u OCUPANTES (moto),otras,58
2022,6782,Prohib.circular según DIA/HORA/CARAC.VEHIC y/u OCUPANTES s/norma 5.3.2.i Ley2148 (MOTO),otras,27
2022,6800,Nro.ocupantes mayor a capacidad vehiculo,otras,615
2022,6820,No respetar lugar asc/desc-acercar a acera/puertas abiertas etc(pasajeros),otras,946
2022,6830,Ocupar lugar no destinado para viajar,otras,125
2022,6840,No cumplir norma uso radio/reproductor sonido/fumar/trato al pasajero,otras,13
2022,6850,No cumplir norma horario/ropa/requisito vehiculo Tte. pasajero,otras,24
2022,6860,No Cumplir Normas s/requisitos Vehículos  Escolares c/habilitación,otras,1
2022,6861,No Cumplir Normas  s/requisitos Vehículos Escolares sin habilitación,otras,1
2022,6862,Conducir sin poseer la licencia,otras,4289
2022,6870,No Cumplir Normas s/requisitos Vehículos de Transporte c/habilitación,otras,11
2022,6871,Servicio de Taxis Sin Habilitación,otras,11
2022,6872,Servicio de radio taxis que incumpla la normativa legal vigente,otras,5
2022,6873,Radio taxi que no este abonado a una estación central o difiera estación abonada,otras,1
2022,6874,Radio taxi con IRA vencido y/o que a su baja no hubiere eliminado las señales que lo identificaban,otras,1
2022,6875,"Servicio de radio taxi, titular o mandataria que realice promociones o cobre tarifa no autorizada",otras,1
2022,6876,No aplicación de la tarifa de taxi vigente,otras,1
2022,6877,No Cumplir Normas/requisitos Vehículos de Transporte sin habilitación,otras,8
2022,6878,Requisitos de los vehiculos de transporte de carga,otras,34
2022,6879,Requisitos de los vehiculos de transporte de carga sin habilitacion,otras,116
2022,6880,No cumplir norma  Peso/dimen/permisos/carga descubierta/seguro(carga),otras,35
2022,6881,"Transporte de carga (transp.Explosivos, inflamables, animales, etc.)",otras,7
2022,6882,Prestacion servicio publico Taxis c/licencia taxi vencida (dentro 360 vencida),otras,8
2022,6883,Prestacion servicio publico Taxis c/licencia vencida (mas de 360 vencida),otras,4
2022,6890,Carga y descarga fuera de hora/lugar prohibido,otras,1152
2022,6900,Estac. lugar prohib./forma indebida/antirreglamentaria,estacionamiento,400988
2022,6910,Estac. LUGAR RESERVADO (paradas/garage/ciclovias/carril exclusivo/Micro-Macrocentro/otros),estacionamiento,85831
2022,6911,Estacionar en LUGAR RESERVADO Vehíc. Persona discapac./RAMPA discapac.,estacionamiento,19095
2022,6920,Estac. lugar sin ticket/hora vencida,estacionamiento,18776
2022,6935,Estacionamiento en areas peatonales,estacionamiento,36352
2022,6950,Enseñar conduccion en lugar no autorizado,estacionamiento,29
2022,6960,Enseñar conduccion (por Academia) en lugar no autorizado,estacionamiento,23
2022,6970,Peaton: No respetar lugar cruce calles/aven./semaforos,estacionamiento,7327
2022,6980,No respetar indicaciones Autoridad dirige Transito,estacionamiento,13166
2022,7001,Infraccion regimen motovehiculos,alcohol_otros,5596
2022,7002,Circular con acompañante que no usa el  CHALECO reflectante obligatorio (MOTO),alcohol_otros,1022
2022,7010,Circular sin utilizar Antiparras (Moto/Ciclomotor/motoneta),alcohol_otros,130
2022,7021,(Ciclorodado) Regimen ciclorodados y dipositivos de movilidad personal,alcohol_otros,13
2022,7022,(Dispositivo movilidad personal) Regimen ciclorodados y dipositivos de movilidad personal,alcohol_otros,1
2022,7030,Incumplir Normas Tte.Privado pasajeros/Alquiler auto s/chofer,alcohol_otros,2
2022,7045,Obstruccion de estacionamiento y/o circulacion,alcohol_otros,9307
2022,7050,Violar Luz Roja,alcohol_otros,47401
2022,7062,Negarse a someterse al control de alcoholemia/estupefac/otra sustancia similar (conductor/acompaña),alcohol,310
2022,7063,Contribución a conducción peligrosa.,alcohol_otros,44
2022,7064,Utilizar en infraccion cartel/credencial/documento sobre franquicia transito/estacionamiento,alcohol_otros,6163
2022,7065,Uso indebido de luces,alcohol_otros,856
2022,7066,Utilizacion de luces prohibidas,alcohol_otros,100
2022,7462,Conducir con nivel alcohol mayor 0.5 y menor 1 gr/Lt/sangre (vehículo),alcohol,5677
2022,7463,Conducir con nivel alcohol mayor 0.2 y menor 1 gr/Lt/sangre (Moto),alcohol,444
2022,7464,Conducir con nivel alcohol mayor 0.0 y menor 1 gr/Lt/sangre (Tte Pasajeros/Carga/principiante),alcohol,260
2022,7465,Prestar servicio enseñanza de conducción de vehículos sin habilitación,alcohol,9
2022,7467,Afectar calzada sin autorizacion c/evento/obra q no implica apertura/rotura,alcohol_otros,9
2022,7468,Afectar calzada c/evento/obra q no implica apertura/rotura (excede autorizacion),alcohol_otros,11
2022,7469,Afectar calzada c/evento/obra (incumple manual señalizacion vial transitoria),alcohol_otros,17
2022,7552,Alteraciones con dispositivos mecánicos electrónicos a fin de incrementar la tarifa,alcohol_otros,1
2022,8880,Incumplimiento de identificacion de conductor,otras,1902
2022,8884,Señalizacion de obras,otras,41
2022,8885,"Paradas, otras señales y simbolos",otras,832
2022,8886,Conductores principiantes,otras,11
2022,8910,Violación de Barreras Ferroviarias - Particular,otras,344
2022,8911,Violación de Barreras Ferroviarias - Transporte,otras,20
2022,8924,Incumplimiento a la autorización para funcionar como radio taxi,otras,1
2022,8926,Nomina de abonados (prestar servicio con menor cantidad de abonados),otras,5
2022,8927,Personal de la empresa de radio taxi (no cumplimentar con previsiones),otras,1
2022,8932,Abonados sin equipos,otras,1
2022,8939,Equipo no homologado (quien preste servicios sin haber verificado y/o registrado ante la Autoridad,otras,3
2022,8942,"Taxi , transp escolar, remise, vehic fantasia , otro sin autorizacion",otras,503
2022,8943,Vehic transporte pasajeros no cumple con VTV,otras,371
2022,8944,Vehic transporte pasajeros en infraccion,otras,38
2023,1111,Expediente Infraccion de Transito,otras,7429
2023,1149,Otras infracciones de transito,otras,3
2023,6100,Conducir sin portar la licencia,documentacion,6282
2023,6105,Falta de licencia o documentación o inhabilitado (transporte público),otras,29
2023,6110,Permitir conducir sin Licencia o Inhabilitado (titular/transporte),otras,8
2023,6120,Conducir con Licencia Vencida o Caduca,documentacion,7831
2023,6121,"Permitir conducir con licencia o documentación vencida (titular, mandataria o responsable)",otras,86
2023,6122,Licencia o documentación habilitante vencida (transporte público),otras,84
2023,6130,Conducir sin anteojos o lentes contacto segun Licencia,otras,241
2023,6140,Conducir c/licencia conductor No Correspondiente,otras,1667
2023,6150,Permitir Conducir c/licencia conductor No Correspondiente(titular/transporte),otras,51
2023,6160,Permitir o Facilitar manejo persona sin edad s/tipo vehiculo,otras,18
2023,6161,Exhibición de documentación (no exhibir ced verde vigente a nombre del tit  o ced azul de conductor),documentacion,8208
2023,6162,"Exceso de Velocidad + de 140 Km/h (taxis, pasajeros, escolares o remises)",otras,6
2023,6165,Trans de sustancias peligrosas (no exhibir corresp insc en Reg de Transportistas segun norm vigente),otras,1
2023,6166,Vehiculo Transporte de sustancias alimenticias sin habilitaciòn,otras,5
2023,6167,"Obstruccion de via (en carriles exclusivos y/o, metrobus y premetro)",otras,1304
2023,6168,"Titular o responsable vehiculo transporte de escolares que dañe, altere o retire disp de alcoholemia",alcohol,4
2023,6169,"Conductor que dañe, altere o retire dispositivo",otras,41
2023,6171,Obstruir LUGAR RESERVADO Vehíc. Persona discapac./RAMPA discapac.,otras,3839
2023,6172,Obstruccion de circulacion al transito,otras,600
2023,6180,No exhibir documentacion sobre transporte de sustancias peligrosas,otras,34
2023,6181,Conductor vehiculo con taximetro que se negara sin justificacion a transportar pasajero,otras,8
2023,6182,Cond vehiculo con taximetro que se negara a interrumpir func del mecanismo y/o disp de publicidad,otras,4
2023,6183,Cond vehiculo con taximetro que no porte ficha identif del titular de la licencia o la del conductor,otras,5
2023,6184,Titular vehiculo de carga exceda peso maximo por eje,otras,5
2023,6185,Carga y descarga (propietario y/o responsable del comercio),otras,354
2023,6186,"Violacion de semaforo (taxis, escolares , pasajeros, remises. Prestando servicio)",otras,6930
2023,6187,"Negativa de someterse a control (taxis, escolares , pasajeros, remises. Prestando servicio)",alcohol,61
2023,6190,Falta poliza seguro contra terceros,otras,6396
2023,6191,Falta poliza seguro contra terceros (no cuente),otras,2210
2023,6200,Placas dominio. Falta/antirreglamentarias/mal estado,otras,28400
2023,6220,Circular con Placas de OTRO dominio.,otras,44
2023,6230,Circular con equipo Antiradar o Antifoto,otras,113
2023,6240,Revision tecnica No porte certificado,otras,1295
2023,6241,Revision tecnica (no realizarla o certificado vencido),otras,11790
2023,6242,Incumplimiento grabado de autopartes (Titular/Tomador),otras,27
2023,6243,Incumplimiento grabado de autopartes (Gestor /Mandat /Concesionaria /Intermediario ),otras,3
2023,6250,Frenos/Luces/elementos seguridad Falta o Deficientes,otras,1691
2023,6270,No uso cinturon de seguridad,otras,64261
2023,6271,Menores de edad en asiento trasero SIN dispositivo retencion infantil o SIN acompañante mayor,otras,4
2023,6272,Sistemas o dispositivos de retencion infantil,otras,355
2023,6280,"Limitador de velocidad, Falta / Funciona incorrectamente",otras,14
2023,6290,"Dispositivo control gases, Falta /Mal funcionamiento",otras,155
2023,6310,Verter liquido combustible o aguas servidas,otras,8
