anio,codigo,descripcion,categoria,total
2018,6860,No Cumplir Normas s/requisitos Vehículos  Escolares c/habilitación,otras,5
2018,6862,Conducir sin poseer la licencia,otras,4567
2018,6870,No Cumplir Normas s/requisitos Vehículos de Transporte c/habilitación,otras,149
2018,6871,Servicio de Taxis Sin Habilitación,otras,67
2018,6873,Radio taxi que no este abonado a una estación central o difiera estación abonada,otras,2
2018,6874,Radio taxi con IRA vencido y/o que a su baja no hubiere eliminado las señales que lo identificaban,otras,3
2018,6875,"Servicio de radio taxi, titular o mandataria que realice promociones o cobre tarifa no autorizada",otras,6
2018,6876,No aplicación de la tarifa de taxi vigente,otras,7
2018,6877,No Cumplir Normas/requisitos Vehículos de Transporte sin habilitación,otras,1976
2018,6878,Requisitos de los vehiculos de transporte de carga,otras,1
2018,6879,Requisitos de los vehiculos de transporte de carga sin habilitacion,otras,6
2018,6880,No cumplir norma  Peso/dimen/permisos/carga descubierta/seguro(carga),otras,44
2018,6881,"Transporte de carga (transp.Explosivos, inflamables, animales, etc.)",otras,20
2018,6890,Carga y descarga fuera de hora/lugar prohibido,otras,2525
2018,6900,Estac. lugar prohib./forma indebida/antirreglamentaria,estacionamiento,1099344
2018,6906,Detención en Zona Exclusiva de Motos,estacionamiento,318
2018,6910,Estac. LUGAR RESERVADO (paradas/garage/ciclovias/carril exclusivo/Micro-Macrocentro/otros),estacionamiento,88636
2018,6911,Estacionar en LUGAR RESERVADO Vehíc. Persona discapac./RAMPA discapac.,estacionamiento,23383
2018,6920,Estac. lugar sin ticket/hora vencida,estacionamiento,37597
2018,6935,Estacionamiento en areas peatonales,estacionamiento,66076
2018,6950,Enseñar conduccion en lugar no autorizado,estacionamiento,27
2018,6960,Enseñar conduccion (por Academia) en lugar no autorizado,estacionamiento,81
2018,6970,Peaton: No respetar lugar cruce calles/aven./semaforos,estacionamiento,75
2018,6980,No respetar indicaciones Autoridad dirige Transito,estacionamiento,30149
2018,7001,Infraccion regimen motovehiculos,alcohol_otros,12173
2018,7002,Circular con acompañante que no usa el  CHALECO reflectante obligatorio (MOTO),alcohol_otros,2214
2018,7010,Circular sin utilizar Antiparras (Moto/Ciclomotor/motoneta),alcohol_otros,35
2018,7021,Infraccion regimen ciclorodados,alcohol_otros,63
2018,7030,Incumplir Normas Tte.Privado pasajeros/Alquiler auto s/chofer,alcohol_otros,20
2018,7045,Obstruccion de estacionamiento y/o circulacion,alcohol_otros,21951
2018,7050,Violar Luz Roja,alcohol_otros,113291
2018,7062,Negarse a someterse al control de alcoholemia/estupefac/otra sustancia similar (conductor/acompaña),alcohol,149
2018,7063,Contribución a conducción peligrosa.,alcohol_otros,12
2018,7064,Utilizar en infraccion cartel/credencial/documento sobre franquicia transito/estacionamiento,alcohol_otros,2135
2018,7065,Uso indebido de luces,alcohol_otros,1854
2018,7066,Utilizacion de luces prohibidas,alcohol_otros,356
2018,7530,Circular en Infraccion Normas regulan servicio Remise/Escolares/Taxi,alcohol_otros,2943
2018,7540,No cumplir Norma de habilitacion tecnica Remise/Escolares/Taxi,alcohol_otros,29
2018,7550,Explotar sin autorización para prestar el servicio Remise/Escolares/Taxi,alcohol_otros,922
2018,7551,Alteraciones en el reloj taxímetro (titular y/o mandataria),alcohol_otros,3
2018,7552,Alteraciones con dispositivos mecánicos electrónicos a fin de incrementar la tarifa,alcohol_otros,1
2018,8080,Abandonar vehiculo en la via publica,otras,1600
2018,8880,Incumplimiento de identificacion de conductor,otras,534
2018,8884,Señalizacion de obras,otras,11
2018,8885,"Paradas, otras señales y simbolos",otras,38
2018,8886,Conductores principiantes,otras,19
2018,8900,No respetar límite velocidad Ley Nacional 24449,otras,3
2018,8910,Violación de Barreras Ferroviarias - Particular,otras,1045
2018,8911,Violación de Barreras Ferroviarias - Transporte,otras,47
2018,8915,Otorgamiento de viajes de manera no autorizada,otras,1
2018,8917,Habilitación de empresa de radio taxi vencida (de 180 y hasta 360 días),otras,1
2018,8920,Asignación de viajes de radio taxi a vehículos sin licencias de taxis (quien asigne viajes),otras,1
2018,8921,"Asignación de viaje de radio taxi a vehículos sin licencias de taxis (titular, conductor o resp.)",otras,1
2018,8922,Requisitos del abonado,otras,1
2018,8924,Incumplimiento a la autorización para funcionar como radio taxi,otras,2
2018,8925,Nomina de abonados (empresa que no comunique detalle abonados a Autoridad Aplicación,otras,2
2018,8926,Nomina de abonados (prestar servicio con menor cantidad de abonados),otras,16
2018,8928,Personal de la empresa de radio taxi (trabajadores sin cumplir registración según leyes laborales)),otras,1
2018,8933,Recargo radio taxi,otras,1
2018,8935,Taxi con cartelería sin abono,otras,1
2018,8937,Servicio de radio taxi sin abono,otras,1
2018,8939,Equipo no homologado (quien preste servicios sin haber verificado y/o registrado ante la Autoridad,otras,3
2018,8940,Certificado de interconexión radioeléctrica,otras,2
2018,8942,"Taxi , transp escolar, remise, vehic fantasia , otro sin autorizacion",otras,26
2018,8943,Vehic transporte pasajeros no cumple con VTV,otras,5
2018,8944,Vehic transporte pasajeros en infraccion,otras,5
2019,1111,Expediente Infraccion de Transito,otras,11549
2019,1149,Otras infracciones de transito,otras,5
2019,6100,Conducir sin portar la licencia,documentacion,3753
2019,6105,Falta de licencia o documentación o inhabilitado (transporte público),otras,104
2019,6110,Permitir conducir sin Licencia o Inhabilitado (titular/transporte),otras,19
2019,6120,Conducir con Licencia Vencida o Caduca,documentacion,2962
2019,6121,"Permitir conducir con licencia o documentación vencida (titular, mandataria o responsable)",otras,344
2019,6122,Licencia o documentación habilitante vencida (transporte público),otras,180
2019,6130,Conducir sin anteojos o lentes contacto segun Licencia,otras,50
2019,6140,Conducir c/licencia conductor No Correspondiente,otras,1711
2019,6150,Permitir Conducir c/licencia conductor No Correspondiente(titular/transporte),otras,33
2019,6160,Permitir o Facilitar manejo persona sin edad s/tipo vehiculo,otras,13
2019,6161,Exhibición de documentación (no exhibir ced verde vigente a nombre del tit  o ced azul de conductor),documentacion,8278
2019,6162,"Exceso de Velocidad + de 140 Km/h (taxis, pasajeros, escolares o remises)",otras,4
2019,6163,"Exceso de Velocidad mas de 20Km/h en Calle o Avenida (taxis, pasajeros, escolares, remises)",otras,299
2019,6164,"Exceso de Velocidad en màs de 40Km/h en vías rápidas (taxis, pasajeros, escolares o remises)",otras,25
2019,6166,Vehiculo Transporte de sustancias alimenticias sin habilitaciòn,otras,10
2019,6167,"Obstruccion de via (en carriles exclusivos y/o, metrobus y premetro)",otras,1455
2019,6168,"Titular o responsable vehiculo transporte de escolares que dañe, altere o retire disp de alcoholemia",alcohol,3
2019,6169,"Conductor que dañe, altere o retire dispositivo",otras,4
2019,6171,Obstruir LUGAR RESERVADO Vehíc. Persona discapac./RAMPA discapac.,otras,759
2019,6172,Obstruccion de circulacion al transito,otras,144
2019,6180,No exhibir documentacion sobre transporte de sustancias peligrosas,otras,16
2019,6181,Conductor vehiculo con taximetro que se negara sin justificacion a transportar pasajero,otras,22
2019,6182,Cond vehiculo con taximetro que se negara a interrumpir func del mecanismo y/o disp de publicidad,otras,4
2019,6183,Cond vehiculo con taximetro que no porte ficha identif del titular de la licencia o la del conductor,otras,34
2019,6184,Titular vehiculo de carga exceda peso maximo por eje,otras,6
2019,6185,Carga y descarga (propietario y/o responsable del comercio),otras,348
2019,6186,"Violacion de semaforo (taxis, escolares , pasajeros, remises. Prestando servicio)",otras,5348
2019,6187,"Negativa de someterse a control (taxis, escolares , pasajeros, remises. Prestando servicio)",alcohol,16
2019,6190,Falta poliza seguro contra terceros,otras,4181
2019,6191,Falta poliza seguro contra terceros (no cuente),otras,3761
2019,6200,Placas dominio. Falta/antirreglamentarias/mal estado,otras,20422
2019,6220,Circular con Placas de OTRO dominio.,otras,17
2019,6230,Circular con equipo Antiradar o Antifoto,otras,56
2019,6240,Revision tecnica No porte certificado,otras,489
2019,6241,Revision tecnica (no realizarla o certificado vencido),otras,3427
2019,6242,Incumplimiento grabado de autopartes (Titular/Tomador),otras,50
2019,6243,Incumplimiento grabado de autopartes (Gestor /Mandat /Concesionaria /Intermediario ),otras,2
2019,6250,Frenos/Luces/elementos seguridad Falta o Deficientes,otras,1544
2019,6270,No uso cinturon de seguridad,otras,15073
2019,6271,Menores de edad en asiento trasero SIN dispositivo retencion infantil o SIN acompañante mayor,otras,7
2019,6272,Sistemas o dispositivos de retencion infantil,otras,1490
2019,6280,"Limitador de velocidad, Falta / Funciona incorrectamente",otras,12
2019,6290,"Dispositivo control gases, Falta /Mal funcionamiento",otras,33
2019,6310,Verter liquido combustible o aguas servidas,otras,11
2019,6330,Dispositivo de control de ruido y silenciador Falta /Mal funcionamiento,otras,157
2019,6350,Uso indebido e bocina,otras,997
2019,6370,Colocacion Bocinas o sirenas antirreglamentarias,otras,38
2019,6390,Uso Paragolpe antirreglamentario,otras,49
2019,6410,Falta Paragolpe,otras,94
2019,6430,Uso de Vidrios tonalizados antirreglamentarios,otras,267
2019,6450,"Falta/sin vision, Espejos Retrovisores",otras,2614
2019,6470,Falta Tapa Combustible,otras,9
2019,6490,Conducir utilizando Celular / Auriculares / Reproductor de video,otras,125765
2019,6492,Conductor redactando/enviando mensaje de texto,otras,22594
2019,6501,Permitir Viajar personas impedidas en asiento delantero,velocidad,11084
2019,6519,No respetar limites de velocidad minimos,velocidad,1
2019,6525,Exceso Velocidad hasta 10Km/h de la Máxima permitida para el tipo de arteria,velocidad,35866
2019,6526,Exceso Velocidad más de 10Km/h y hasta 20Km/h de la Máxima permitida para el tipo de arteria,velocidad,39783
2019,6527,Exceso Velocidad hasta 20Km/h de la Máxima permitida en vías rápidas,velocidad,207700
2019,6528,Exceso Velocidad más de 20Km/h y hasta 40Km/h de la Máxima permitida en vías rápidas,velocidad,45010
2019,6529,Exceso Velocidad más 20Km de la Máxima permitida para el tipo de arteria y hasta 140 km/h,velocidad,9689
2019,6530,Exceso Velocidad más de 40Km/h de la Máxima permitida en vías rápidas y hasta 140 km/h,velocidad,1868
2019,6531,Exceso Velocidad más de 140Km/h,velocidad,527
2019,6533,Exceso de Velocidad (para ser validado en DGAI),velocidad,1
2019,6540,Circulación en sentido contrario,velocidad,8332
2019,6560,Invasión parcial de vías,velocidad,114
2019,6580,No respetar carriles/Maniobras Peligrosas,velocidad,15109
2019,6600,Girar a izquierda/derecha en lugar prohibido,otras,15371
2019,6620,No respetar paso o cartel PARE en bocacalle,otras,29
2019,6640,Marcha atras en forma indebida,otras,1934
2019,6660,Forzar barrera/evadir pago peaje autopista,peajes,35630
2019,6670,Infrigir normas Transporte Sustancias Peligrosas,otras,1
2019,6680,Obstruir vía Transversal/Ciclovía/Vereda/Estac. reservado,otras,4229
2019,6700,No ceder Paso a Polic/Bombe/Ambula/Serv.Pub.o Urgen.,otras,68
2019,6720,Interrumpir Filas Escolares,otras,12
2019,6740,No respetar Senda Peatonal/Paso Peaton,otras,16397
2019,6760,Circular por Zona/Carril o c/peso/poten./tamaño Prohibido,carriles,54168
2019,6761,"Carriles o vías prohíbidas (tránsito rápido,diferenciado,metrobus)",carriles,14829
2019,6762,"Carriles o vías prohíbidas (ciclovía,contramano en contracarril)",otras,1776
2019,6780,Prohib.circular según DIA/HORA/CARAC.VEHIC (vehículos),otras,1233879
2019,6781,Prohib.circular según DIA/HORA/CARAC.VEHIC y/u OCUPANTES (moto),otras,50
2019,6782,Prohib.circular según DIA/HORA/CARAC.VEHIC y/u OCUPANTES s/norma 5.3.2.i Ley2148 (MOTO),otras,9
2019,6800,Nro.ocupantes mayor a capacidad vehiculo,otras,974
2019,6820,No respetar lugar asc/desc-acercar a acera/puertas abiertas etc(pasajeros),otras,5262
2019,6830,Ocupar lugar no destinado para viajar,otras,29
2019,6840,No cumplir norma uso radio/reproductor sonido/fumar/trato al pasajero,otras,261
2019,6850,No cumplir norma horario/ropa/requisito vehiculo Tte. pasajero,otras,165
2019,6860,No Cumplir Normas s/requisitos Vehículos  Escolares c/habilitación,otras,1
2019,6862,Conducir sin poseer la licencia,otras,5740
2019,6870,No Cumplir Normas s/requisitos Vehículos de Transporte c/habilitación,otras,256
2019,6871,Servicio de Taxis Sin Habilitación,otras,44
2019,6872,Servicio de radio taxis que incumpla la normativa legal vigente,otras,1
2019,6873,Radio taxi que no este abonado a una estación central o difiera estación abonada,otras,1
2019,6875,"Servicio de radio taxi, titular o mandataria que realice promociones o cobre tarifa no autorizada",otras,3
2019,6876,No aplicación de la tarifa de taxi vigente,otras,39
2019,6877,No Cumplir Normas/requisitos Vehículos de Transporte sin habilitación,otras,78
2019,6878,Requisitos de los vehiculos de transporte de carga,otras,159
2019,6879,Requisitos de los vehiculos de transporte de carga sin habilitacion,otras,133
2019,6880,No cumplir norma  Peso/dimen/permisos/carga descubierta/seguro(carga),otras,49
2019,6881,"Transporte de carga (transp.Explosivos, inflamables, animales, etc.)",otras,24
2019,6882,Prestacion servicio publico Taxis c/licencia taxi vencida (dentro 360 vencida),otras,119
2019,6883,Prestacion servicio publico Taxis c/licencia vencida (mas de 360 vencida),otras,33
2019,6890,Carga y descarga fuera de hora/lugar prohibido,otras,1866
2019,6900,Estac. lugar prohib./forma indebida/antirreglamentaria,estacionamiento,1038057
2019,6906,Detención en Zona Exclusiva de Motos,estacionamiento,144
2019,6910,Estac. LUGAR RESERVADO (paradas/garage/ciclovias/carril exclusivo/Micro-Macrocentro/otros),estacionamiento,91294
2019,6911,Estacionar en LUGAR RESERVADO Vehíc. Persona discapac./RAMPA discapac.,estacionamiento,22997
2019,6920,Estac. lugar sin ticket/hora vencida,estacionamiento,32071
2019,6935,Estacionamiento en areas peatonales,estacionamiento,61555
2019,6950,Enseñar conduccion en lugar no autorizado,estacionamiento,26
2019,6960,Enseñar conduccion (por Academia) en lugar no autorizado,estacionamiento,127
2019,6970,Peaton: No respetar lugar cruce calles/aven./semaforos,estacionamiento,58
2019,6980,No respetar indicaciones Autoridad dirige Transito,estacionamiento,22231
2019,7001,Infraccion regimen motovehiculos,alcohol_otros,7827
2019,7002,Circular con acompañante que no usa el  CHALECO reflectante obligatorio (MOTO),alcohol_otros,3104
2019,7010,Circular sin utilizar Antiparras (Moto/Ciclomotor/motoneta),alcohol_otros,8
2019,7021,(Ciclorodado) Regimen ciclorodados y dipositivos de movilidad personal,alcohol_otros,851
2019,7030,Incumplir Normas Tte.Privado pasajeros/Alquiler auto s/chofer,alcohol_otros,8
2019,7045,Obstruccion de estacionamiento y/o circulacion,alcohol_otros,26555
2019,7050,Violar Luz Roja,alcohol_otros,72095
2019,7062,Negarse a someterse al control de alcoholemia/estupefac/otra sustancia similar (conductor/acompaña),alcohol,195
2019,7063,Contribución a conducción peligrosa.,alcohol_otros,14
2019,7064,Utilizar en infraccion cartel/credencial/documento sobre franquicia transito/estacionamiento,alcohol_otros,2845
2019,7065,Uso indebido de luces,alcohol_otros,1431
2019,7066,Utilizacion de luces prohibidas,alcohol_otros,575
2019,7530,Circular en Infraccion Normas regulan servicio Remise/Escolares/Taxi,alcohol_otros,212
2019,7540,No cumplir Norma de habilitacion tecnica Remise/Escolares/Taxi,alcohol_otros,1
2019,7551,Alteraciones en el reloj taxímetro (titular y/o mandataria),alcohol_otros,1
2019,8080,Abandonar vehiculo en la via publica,otras,339
2019,8880,Incumplimiento de identificacion de conductor,otras,241
2019,8884,Señalizacion de obras,otras,17
2019,8885,"Paradas, otras señales y simbolos",otras,31
2019,8886,Conductores principiantes,otras,19
2019,8900,No respetar límite velocidad Ley Nacional 24449,otras,3
2019,8910,Violación de Barreras Ferroviarias - Particular,otras,382
2019,8911,Violación de Barreras Ferroviarias - Transporte,otras,17
2019,8914,Empresa de radio taxi sin habilitación,otras,12
2019,8915,Otorgamiento de viajes de manera no autorizada,otras,13
2019,8916,Habilitación de empresa de radio taxi vencida (mas de 30 y hasta 180 días),otras,3
2019,8917,Habilitación de empresa de radio taxi vencida (de 180 y hasta 360 días),otras,1
2019,8919,Asignación de viajes de radio taxi sin autorización,otras,1
2019,8920,Asignación de viajes de radio taxi a vehículos sin licencias de taxis (quien asigne viajes),otras,1
2019,8924,Incumplimiento a la autorización para funcionar como radio taxi,otras,1
2019,8926,Nomina de abonados (prestar servicio con menor cantidad de abonados),otras,9
2019,8930,Horario estación central,otras,1
2019,8935,Taxi con cartelería sin abono,otras,2
2019,8938,Equipo no homologado (titular y/o responsable abonado a una empresa),otras,1
2019,8942,"Taxi , transp escolar, remise, vehic fantasia , otro sin autorizacion",otras,2064
2019,8943,Vehic transporte pasajeros no cumple con VTV,otras,172
2019,8944,Vehic transporte pasajeros en infraccion,otras,912
2020,1111,Expediente Infraccion de Transito,otras,4707
2020,1149,Otras infracciones de transito,otras,5
2020,2014,Cruzar vias ferreas en contravencion (transportes),otras,1
2020,6100,Conducir sin portar la licencia,documentacion,2617
2020,6105,Falta de licencia o documentación o inhabilitado (transporte público),otras,68
2020,6110,Permitir conducir sin Licencia o Inhabilitado (titular/transporte),otras,9
2020,6120,Conducir con Licencia Vencida o Caduca,documentacion,1713
2020,6121,"Permitir conducir con licencia o documentación vencida (titular, mandataria o responsable)",otras,160
2020,6122,Licencia o documentación habilitante vencida (transporte público),otras,69
2020,6130,Conducir sin anteojos o lentes contacto segun Licencia,otras,35
2020,6140,Conducir c/licencia conductor No Correspondiente,otras,1039
2020,6150,Permitir Conducir c/licencia conductor No Correspondiente(titular/transporte),otras,23
2020,6160,Permitir o Facilitar manejo persona sin edad s/tipo vehiculo,otras,10
2020,6161,Exhibición de documentación (no exhibir ced verde vigente a nombre del tit  o ced azul de conductor),documentacion,6071
2020,6162,"Exceso de Velocidad + de 140 Km/h (taxis, pasajeros, escolares o remises)",otras,24
2020,6163,"Exceso de Velocidad mas de 20Km/h en Calle o Avenida (taxis, pasajeros, escolares, remises)",otras,83
2020,6164,"Exceso de Velocidad en màs de 40Km/h en vías rápidas (taxis, pasajeros, escolares o remises)",otras,23
2020,6166,Vehiculo Transporte de sustancias alimenticias sin habilitaciòn,otras,4
2020,6167,"Obstruccion de via (en carriles exclusivos y/o, metrobus y premetro)",otras,1341
2020,6168,"Titular o responsable vehiculo transporte de escolares que dañe, altere o retire disp de alcoholemia",alcohol,2
2020,6171,Obstruir LUGAR RESERVADO Vehíc. Persona discapac./RAMPA discapac.,otras,349
2020,6172,Obstruccion de circulacion al transito,otras,52
2020,6180,No exhibir documentacion sobre transporte de sustancias peligrosas,otras,13
2020,6181,Conductor vehiculo con taximetro que se negara sin justificacion a transportar pasajero,otras,9
2020,6183,Cond vehiculo con taximetro que no porte ficha identif del titular de la licencia o la del conductor,otras,13
2020,6184,Titular vehiculo de carga exceda peso maximo por eje,otras,4
2020,6185,Carga y descarga (propietario y/o responsable del comercio),otras,453
2020,6186,"Violacion de semaforo (taxis, escolares , pasajeros, remises. Prestando servicio)",otras,2225
2020,6187,"Negativa de someterse a control (taxis, escolares , pasajeros, remises. Prestando servicio)",alcohol,3
2020,6190,Falta poliza seguro contra terceros,otras,3072
2020,6191,Falta poliza seguro contra terceros (no cuente),otras,3073
2020,6200,Placas dominio. Falta/antirreglamentarias/mal estado,otras,11521
2020,6220,Circular con Placas de OTRO dominio.,otras,13
2020,6230,Circular con equipo Antiradar o Antifoto,otras,59
2020,6240,Revision tecnica No porte certificado,otras,1271
2020,6241,Revision tecnica (no realizarla o certificado vencido),otras,4926
2020,6242,Incumplimiento grabado de autopartes (Titular/Tomador),otras,43
2020,6243,Incumplimiento grabado de autopartes (Gestor /Mandat /Concesionaria /Intermediario ),otras,1
2020,6250,Frenos/Luces/elementos seguridad Falta o Deficientes,otras,1558
2020,6270,No uso cinturon de seguridad,otras,9448
2020,6271,Menores de edad en asiento trasero SIN dispositivo retencion infantil o SIN acompañante mayor,otras,4
2020,6272,Sistemas o dispositivos de retencion infantil,otras,608
2020,6290,"Dispositivo control gases, Falta /Mal funcionamiento",otras,6
2020,6310,Verter liquido combustible o aguas servidas,otras,7
2020,6330,Dispositivo de control de ruido y silenciador Falta /Mal funcionamiento,otras,45
2020,6350,Uso indebido e bocina,otras,308
2020,6370,Colocacion Bocinas o sirenas antirreglamentarias,otras,16
2020,6390,Uso Paragolpe antirreglamentario,otras,29
2020,6410,Falta Paragolpe,otras,51
2020,6430,Uso de Vidrios tonalizados antirreglamentarios,otras,131
2020,6450,"Falta/sin vision, Espejos Retrovisores",otras,1663
2020,6470,Falta Tapa Combustible,otras,10
2020,6490,Conducir utilizando Celular / Auriculares / Reproductor de video,otras,61685
2020,6492,Conductor redactando/enviando mensaje de texto,otras,11760
2020,6501,Permitir Viajar personas impedidas en asiento delantero,velocidad,5268
2020,6525,Exceso Velocidad hasta 10Km/h de la Máxima permitida para el tipo de arteria,velocidad,29280
2020,6526,Exceso Velocidad más de 10Km/h y hasta 20Km/h de la Máxima permitida para el tipo de arteria,velocidad,15696
2020,6527,Exceso Velocidad hasta 20Km/h de la Máxima permitida en vías rápidas,velocidad,274951
2020,6528,Exceso Velocidad más de 20Km/h y hasta 40Km/h de la Máxima permitida en vías rápidas,velocidad,29126
2020,6529,Exceso Velocidad más 20Km de la Máxima permitida para el tipo de arteria y hasta 140 km/h,velocidad,3095
2020,6530,Exceso Velocidad más de 40Km/h de la Máxima permitida en vías rápidas y hasta 140 km/h,velocidad,2012
2020,6531,Exceso Velocidad más de 140Km/h,velocidad,2056
2020,6534,Exceso de velocidad de 0 a 10% ms de la velocidad permitida,velocidad,253640
2020,6535,Exceso de velocidad de 10% a 30% ms de la velocidad permitida,velocidad,695855
2020,6536,Exceso de velocidad de 30% mas de la velocidad permitida hasta 140Km/h  (Particulares),velocidad,108425
2020,6537,Exceso de velocidad de 30% mas de la velocidad permitida hasta 140Km/h  (Tte.Pasajeros),velocidad,3165
2020,6540,Circulación en sentido contrario,velocidad,8274
2020,6552,Servicio mensajería/reparto en Motovehiculo sin hab /hab vencida /excede límite del objeto,velocidad,1
2020,6560,Invasión parcial de vías,velocidad,56
2020,6580,No respetar carriles/Maniobras Peligrosas,velocidad,7790
2020,6600,Girar a izquierda/derecha en lugar prohibido,otras,6136
2020,6620,No respetar paso o cartel PARE en bocacalle,otras,39
2020,6640,Marcha atras en forma indebida,otras,2651
2020,6660,Forzar barrera/evadir pago peaje autopista,peajes,163215
2020,6670,Infrigir normas Transporte Sustancias Peligrosas,otras,1
2020,6680,Obstruir vía Transversal/Ciclovía/Vereda/Estac. reservado,otras,1325
2020,6700,No ceder Paso a Polic/Bombe/Ambula/Serv.Pub.o Urgen.,otras,24
2020,6720,Interrumpir Filas Escolares,otras,7
2020,6740,No respetar Senda Peatonal/Paso Peaton,otras,15916
2020,6760,Circular por Zona/Carril o c/peso/poten./tamaño Prohibido,carriles,19276
2020,6761,"Carriles o vías prohíbidas (tránsito rápido,diferenciado,metrobus)",carriles,89533
2020,6762,"Carriles o vías prohíbidas (ciclovía,contramano en contracarril)",otras,2431
2020,6780,Prohib.circular según DIA/HORA/CARAC.VEHIC (vehículos),otras,346283
2020,6781,Prohib.circular según DIA/HORA/CARAC.VEHIC y/u OCUPANTES (moto),otras,94
2020,6782,Prohib.circular según DIA/HORA/CARAC.VEHIC y/u OCUPANTES s/norma 5.3.2.i Ley2148 (MOTO),otras,18
2020,6800,Nro.ocupantes mayor a capacidad vehiculo,otras,548
2020,6820,No respetar lugar asc/desc-acercar a acera/puertas abiertas etc(pasajeros),otras,696
2020,6830,Ocupar lugar no destinado para viajar,otras,25
2020,6840,No cumplir norma uso radio/reproductor sonido/fumar/trato al pasajero,otras,23
2020,6850,No cumplir norma horario/ropa/requisito vehiculo Tte. pasajero,otras,6
2020,6862,Conducir sin poseer la licencia,otras,4561
2020,6870,No Cumplir Normas s/requisitos Vehículos de Transporte c/habilitación,otras,25
2020,6871,Servicio de Taxis Sin Habilitación,otras,8
2020,6873,Radio taxi que no este abonado a una estación central o difiera estación abonada,otras,1
2020,6875,"Servicio de radio taxi, titular o mandataria que realice promociones o cobre tarifa no autorizada",otras,6
2020,6876,No aplicación de la tarifa de taxi vigente,otras,19
2020,6877,No Cumplir Normas/requisitos Vehículos de Transporte sin habilitación,otras,20
2020,6878,Requisitos de los vehiculos de transporte de carga,otras,36
2020,6879,Requisitos de los vehiculos de transporte de carga sin habilitacion,otras,30
2020,6880,No cumplir norma  Peso/dimen/permisos/carga descubierta/seguro(carga),otras,19
2020,6881,"Transporte de carga (transp.Explosivos, inflamables, animales, etc.)",otras,5
2020,6882,Prestacion servicio publico Taxis c/licencia taxi vencida (dentro 360 vencida),otras,25
2020,6883,Prestacion servicio publico Taxis c/licencia vencida (mas de 360 vencida),otras,11
2020,6890,Carga y descarga fuera de hora/lugar prohibido,otras,2308
2020,6900,Estac. lugar prohib./forma indebida/antirreglamentaria,estacionamiento,334215
2020,6910,Estac. LUGAR RESERVADO (paradas/garage/ciclovias/carril exclusivo/Micro-Macrocentro/otros),estacionamiento,76176
2020,6911,Estacionar en LUGAR RESERVADO Vehíc. Persona discapac./RAMPA discapac.,estacionamiento,10233
2020,6920,Estac. lugar sin ticket/hora vencida,estacionamiento,5341
2020,6935,Estacionamiento en areas peatonales,estacionamiento,36036
2020,6950,Enseñar conduccion en lugar no autorizado,estacionamiento,19
2020,6960,Enseñar conduccion (por Academia) en lugar no autorizado,estacionamiento,40
2020,6970,Peaton: No respetar lugar cruce calles/aven./semaforos,estacionamiento,25
2020,6980,No respetar indicaciones Autoridad dirige Transito,estacionamiento,8821
2020,6990,No respetar indicaciones Autoridad dirige Transito(carga/pasajeros),estacionamiento,1
2020,7001,Infraccion regimen motovehiculos,alcohol_otros,4276
2020,7002,Circular con acompañante que no usa el  CHALECO reflectante obligatorio (MOTO),alcohol_otros,1218
2020,7010,Circular sin utilizar Antiparras (Moto/Ciclomotor/motoneta),alcohol_otros,3
2020,7021,(Ciclorodado) Regimen ciclorodados y dipositivos de movilidad personal,alcohol_otros,204
2020,7022,(Dispositivo movilidad personal) Regimen ciclorodados y dipositivos de movilidad personal,alcohol_otros,26
2020,7030,Incumplir Normas Tte.Privado pasajeros/Alquiler auto s/chofer,alcohol_otros,2
2020,7045,Obstruccion de estacionamiento y/o circulacion,alcohol_otros,8121
2020,7050,Violar Luz Roja,alcohol_otros,36223
2020,7062,Negarse a someterse al control de alcoholemia/estupefac/otra sustancia similar (conductor/acompaña),alcohol,103
2020,7063,Contribución a conducción peligrosa.,alcohol_otros,19
2020,7064,Utilizar en infraccion cartel/credencial/documento sobre franquicia transito/estacionamiento,alcohol_otros,1259
2020,7065,Uso indebido de luces,alcohol_otros,441
2020,7066,Utilizacion de luces prohibidas,alcohol_otros,230
2020,7540,No cumplir Norma de habilitacion tecnica Remise/Escolares/Taxi,alcohol_otros,1
2020,8080,Abandonar vehiculo en la via publica,otras,6
2020,8880,Incumplimiento de identificacion de conductor,otras,514
2020,8884,Señalizacion de obras,otras,16
2020,8885,"Paradas, otras señales y simbolos",otras,29
2020,8886,Conductores principiantes,otras,3
2020,8910,Violación de Barreras Ferroviarias - Particular,otras,246
2020,8911,Violación de Barreras Ferroviarias - Transporte,otras,15
2020,8916,Habilitación de empresa de radio taxi vencida (mas de 30 y hasta 180 días),otras,3
2020,8919,Asignación de viajes de radio taxi sin autorización,otras,1
2020,8926,Nomina de abonados (prestar servicio con menor cantidad de abonados),otras,1
2020,8937,Servicio de radio taxi sin abono,otras,1
2020,8939,Equipo no homologado (quien preste servicios sin haber verificado y/o registrado ante la Autoridad,otras,1
2020,8942,"Taxi , transp escolar, remise, vehic fantasia , otro sin autorizacion",otras,1441
2020,8943,Vehic transporte pasajeros no cumple con VTV,otras,41
2020,8944,Vehic transporte pasajeros en infraccion,otras,148
2021,1111,Expediente Infraccion de Transito,otras,3143
2021,1149,Otras infracciones de transito,otras,3
2021,1693,Infrac normas regulan circulac.motos,otras,1
2021,6100,Conducir sin portar la licencia,documentacion,4656
