anio,codigo,descripcion,total,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,fuente,categoria
2018,6528,Exceso Velocidad más de 20Km/h y hasta 40Km/h de la Máxima permitida en vías rápidas,64266,12849,7976,6562,3660,3895,3135,4943,4086,6009,4346,2919,3886,infracciones_2018,velocidad
2018,6529,Exceso Velocidad más 20Km de la Máxima permitida para el tipo de arteria y hasta 140 km/h,20930,3200,2628,2313,1176,2626,600,1312,2830,1694,1775,348,428,infracciones_2018,velocidad
2018,6530,Exceso Velocidad más de 40Km/h de la Máxima permitida en vías rápidas y hasta 140 km/h,2620,692,281,303,174,181,186,144,142,176,137,68,136,infracciones_2018,velocidad
2018,6531,Exceso Velocidad más de 140Km/h,1231,122,111,119,33,62,30,144,76,176,132,98,128,infracciones_2018,velocidad
2018,6540,Circulación en sentido contrario,8839,585,594,610,413,525,279,450,1279,734,1248,978,1144,infracciones_2018,velocidad
2018,6560,Invasión parcial de vías,155,31,5,12,2,2,9,15,27,8,19,8,17,infracciones_2018,velocidad
2018,6580,No respetar carriles/Maniobras Peligrosas,18507,1746,888,1049,1167,1385,908,1149,3858,1395,1843,1560,1559,infracciones_2018,velocidad
2018,6600,Girar a izquierda/derecha en lugar prohibido,27936,4717,2133,2186,1714,1916,1304,1636,5266,1564,2166,1729,1605,infracciones_2018,otras
2018,6620,No respetar paso o cartel PARE en bocacalle,59,12,1,6,1,2,7,1,21,1,2,3,2,infracciones_2018,otras
2018,6640,Marcha atras en forma indebida,2243,48,26,23,16,22,24,566,234,283,334,301,366,infracciones_2018,otras
2018,6660,Forzar barrera/evadir pago peaje autopista,134804,1437,440,438,500,577,396,583,1322,603,666,474,127368,infracciones_2018,peajes
2018,6680,Obstruir vía Transversal/Ciclovía/Vereda/Estac. reservado,4843,328,175,258,345,371,497,648,725,370,367,307,452,infracciones_2018,otras
2018,6700,No ceder Paso a Polic/Bombe/Ambula/Serv.Pub.o Urgen.,73,8,3,5,6,6,4,5,16,4,6,5,5,infracciones_2018,otras
2018,6720,Interrumpir Filas Escolares,14,2,0,0,3,1,0,0,5,2,0,0,1,infracciones_2018,otras
2018,6740,No respetar Senda Peatonal/Paso Peaton,27344,2625,1356,2321,1533,1961,1055,3926,2840,2338,2922,2433,2034,infracciones_2018,otras
2018,6760,Circular por Zona/Carril o c/peso/poten./tamaño Prohibido,106561,9196,8330,2913,11911,15258,7137,12483,13015,6916,6964,8885,3553,infracciones_2018,carriles
2018,6761,"Carriles o vías prohíbidas (tránsito rápido,diferenciado,metrobus)",31635,1691,754,1264,1058,793,618,563,1957,428,585,472,21452,infracciones_2018,carriles
2018,6762,"Carriles o vías prohíbidas (ciclovía,contramano en contracarril)",3377,180,82,98,78,111,66,862,686,288,327,303,296,infracciones_2018,otras
2018,6780,Prohib.circular según DIA/HORA/CARAC.VEHIC (vehículos),434655,17361,19905,17433,24091,26247,13734,96236,88970,52463,21475,38167,18573,infracciones_2018,otras
2018,6781,Prohib.circular según DIA/HORA/CARAC.VEHIC y/u OCUPANTES (moto),46,2,0,1,0,0,0,0,0,11,17,14,1,infracciones_2018,otras
2018,6782,Prohib.circular según DIA/HORA/CARAC.VEHIC y/u OCUPANTES s/norma 5.3.2.i Ley2148 (MOTO),16,0,0,0,0,0,0,1,1,2,5,4,3,infracciones_2018,otras
2018,6800,Nro.ocupantes mayor a capacidad vehiculo,1150,160,145,96,97,71,47,62,137,85,106,65,79,infracciones_2018,otras
2018,6820,No respetar lugar asc/desc-acercar a acera/puertas abiertas etc(pasajeros),1504,101,122,92,162,138,131,150,229,92,99,114,74,infracciones_2018,otras
2018,6830,Ocupar lugar no destinado para viajar,25,2,0,0,2,4,6,1,5,1,4,0,0,infracciones_2018,otras
2018,6840,No cumplir norma uso radio/reproductor sonido/fumar/trato al pasajero,79,8,17,3,19,2,1,17,7,2,2,1,0,infracciones_2018,otras
2018,6850,No cumplir norma horario/ropa/requisito vehiculo Tte. pasajero,96,2,6,1,37,12,2,17,11,1,4,1,2,infracciones_2018,otras
2018,6860,No Cumplir Normas s/requisitos Vehículos  Escolares c/habilitación,5,0,1,0,2,1,1,0,0,0,0,0,0,infracciones_2018,otras
2018,6862,Conducir sin poseer la licencia,4567,525,317,426,387,375,436,275,455,399,345,312,315,infracciones_2018,otras
2018,6870,No Cumplir Normas s/requisitos Vehículos de Transporte c/habilitación,149,14,23,21,30,10,10,11,9,8,6,1,6,infracciones_2018,otras
2018,6871,Servicio de Taxis Sin Habilitación,67,3,5,6,4,6,3,3,6,6,10,10,5,infracciones_2018,otras
2018,6873,Radio taxi que no este abonado a una estación central o difiera estación abonada,2,0,1,0,0,0,0,0,0,0,1,0,0,infracciones_2018,otras
2018,6874,Radio taxi con IRA vencido y/o que a su baja no hubiere eliminado las señales que lo identificaban,3,0,0,0,0,0,0,0,2,0,1,0,0,infracciones_2018,otras
2018,6875,"Servicio de radio taxi, titular o mandataria que realice promociones o cobre tarifa no autorizada",6,0,0,3,0,0,0,0,1,0,0,1,1,infracciones_2018,otras
2018,6876,No aplicación de la tarifa de taxi vigente,7,0,2,2,0,0,2,0,1,0,0,0,0,infracciones_2018,otras
2018,6877,No Cumplir Normas/requisitos Vehículos de Transporte sin habilitación,1976,234,232,322,299,137,126,107,204,124,63,78,50,infracciones_2018,otras
2018,6878,Requisitos de los vehiculos de transporte de carga,1,0,0,0,0,0,0,0,0,0,0,0,1,infracciones_2018,otras
2018,6879,Requisitos de los vehiculos de transporte de carga sin habilitacion,6,0,0,0,0,0,0,0,0,0,0,0,6,infracciones_2018,otras
2018,6880,No cumplir norma  Peso/dimen/permisos/carga descubierta/seguro(carga),44,4,2,0,3,3,3,3,8,1,9,7,1,infracciones_2018,otras
2018,6881,"Transporte de carga (transp.Explosivos, inflamables, animales, etc.)",20,3,3,1,0,0,2,1,5,1,2,1,1,infracciones_2018,otras
2018,6890,Carga y descarga fuera de hora/lugar prohibido,2525,153,32,65,59,75,92,518,389,187,342,255,358,infracciones_2018,otras
2018,6900,Estac. lugar prohib./forma indebida/antirreglamentaria,1099344,55114,71928,116118,101777,120101,83557,116762,67751,150126,110147,57464,48499,infracciones_2018,estacionamiento
2018,6906,Detención en Zona Exclusiva de Motos,318,14,45,0,0,0,89,27,47,24,18,0,54,infracciones_2018,estacionamiento
2018,6910,Estac. LUGAR RESERVADO (paradas/garage/ciclovias/carril exclusivo/Micro-Macrocentro/otros),88636,8040,4332,6959,5921,6131,5533,10901,8853,7713,8011,8350,7892,infracciones_2018,estacionamiento
2018,6911,Estacionar en LUGAR RESERVADO Vehíc. Persona discapac./RAMPA discapac.,23383,885,725,1430,1578,2893,1398,3034,2346,2142,2052,2562,2338,infracciones_2018,estacionamiento
2018,6920,Estac. lugar sin ticket/hora vencida,37597,5768,5021,5883,4679,2578,2432,2507,2072,1633,2144,1333,1547,infracciones_2018,estacionamiento
2018,6935,Estacionamiento en areas peatonales,66076,5822,3342,4726,4545,7281,3740,7807,5691,5934,5615,5784,5789,infracciones_2018,estacionamiento
2018,6950,Enseñar conduccion en lugar no autorizado,27,7,4,0,2,4,2,1,2,2,2,0,1,infracciones_2018,estacionamiento
2018,6960,Enseñar conduccion (por Academia) en lugar no autorizado,81,1,1,3,7,10,11,8,9,8,6,11,6,infracciones_2018,estacionamiento
2018,6970,Peaton: No respetar lugar cruce calles/aven./semaforos,75,14,3,3,4,8,0,4,18,4,5,6,6,infracciones_2018,estacionamiento
2018,6980,No respetar indicaciones Autoridad dirige Transito,30149,3312,1870,1881,1719,1995,1636,1755,6803,1888,2768,2236,2286,infracciones_2018,estacionamiento
2018,7001,Infraccion regimen motovehiculos,12173,2428,809,858,628,601,583,473,2027,975,1056,864,871,infracciones_2018,alcohol_otros
2018,7002,Circular con acompañante que no usa el  CHALECO reflectante obligatorio (MOTO),2214,211,181,161,92,88,97,62,71,199,370,321,361,infracciones_2018,alcohol_otros
2018,7010,Circular sin utilizar Antiparras (Moto/Ciclomotor/motoneta),35,5,1,6,8,6,0,2,4,1,1,0,1,infracciones_2018,alcohol_otros
2018,7021,Infraccion regimen ciclorodados,63,6,4,3,3,0,5,8,3,9,7,9,6,infracciones_2018,alcohol_otros
2018,7030,Incumplir Normas Tte.Privado pasajeros/Alquiler auto s/chofer,20,2,1,1,7,0,0,1,1,4,2,0,1,infracciones_2018,alcohol_otros
2018,7045,Obstruccion de estacionamiento y/o circulacion,21951,629,748,2377,2066,3296,1449,1999,834,4133,2763,1083,574,infracciones_2018,alcohol_otros
2018,7050,Violar Luz Roja,113291,16770,7630,8745,7108,7547,4916,5968,24048,6595,9448,7725,6791,infracciones_2018,alcohol_otros
2018,7062,Negarse a someterse al control de alcoholemia/estupefac/otra sustancia similar (conductor/acompaña),149,18,11,13,16,15,14,11,11,11,4,8,17,infracciones_2018,alcohol
2018,7063,Contribución a conducción peligrosa.,12,2,0,1,4,2,1,1,1,0,0,0,0,infracciones_2018,alcohol_otros
2018,7064,Utilizar en infraccion cartel/credencial/documento sobre franquicia transito/estacionamiento,2135,42,13,17,25,123,114,324,387,266,223,245,356,infracciones_2018,alcohol_otros
2018,7065,Uso indebido de luces,1854,236,36,52,27,32,164,267,230,186,315,138,171,infracciones_2018,alcohol_otros
2018,7066,Utilizacion de luces prohibidas,356,8,14,24,11,28,24,20,36,28,50,49,64,infracciones_2018,alcohol_otros
2018,7530,Circular en Infraccion Normas regulan servicio Remise/Escolares/Taxi,2943,151,95,122,142,275,439,183,444,549,303,221,19,infracciones_2018,alcohol_otros
2018,7540,No cumplir Norma de habilitacion tecnica Remise/Escolares/Taxi,29,0,0,1,0,0,0,0,0,3,9,13,3,infracciones_2018,alcohol_otros
2018,7550,Explotar sin autorización para prestar el servicio Remise/Escolares/Taxi,922,0,1,2,50,214,147,98,180,154,35,25,16,infracciones_2018,alcohol_otros
2018,7551,Alteraciones en el reloj taxímetro (titular y/o mandataria),3,0,0,1,1,0,0,0,1,0,0,0,0,infracciones_2018,alcohol_otros
2018,7552,Alteraciones con dispositivos mecánicos electrónicos a fin de incrementar la tarifa,1,0,0,0,1,0,0,0,0,0,0,0,0,infracciones_2018,alcohol_otros
2018,8080,Abandonar vehiculo en la via publica,1600,109,70,24,222,0,83,363,217,178,126,47,161,infracciones_2018,otras
2018,8880,Incumplimiento de identificacion de conductor,534,139,117,86,39,45,28,29,22,15,11,1,2,infracciones_2018,otras
2018,8884,Señalizacion de obras,11,1,0,0,1,1,2,1,2,0,1,1,1,infracciones_2018,otras
2018,8885,"Paradas, otras señales y simbolos",38,3,1,5,0,0,1,12,4,4,4,1,3,infracciones_2018,otras
2018,8886,Conductores principiantes,19,1,0,1,1,4,1,0,2,0,3,4,2,infracciones_2018,otras
2018,8900,No respetar límite velocidad Ley Nacional 24449,3,0,0,1,0,0,0,0,1,0,0,1,0,infracciones_2018,otras
2018,8910,Violación de Barreras Ferroviarias - Particular,1045,107,56,71,37,53,54,37,199,192,168,44,27,infracciones_2018,otras
2018,8911,Violación de Barreras Ferroviarias - Transporte,47,5,1,1,2,5,3,5,8,5,6,5,1,infracciones_2018,otras
2018,8915,Otorgamiento de viajes de manera no autorizada,1,0,0,0,0,0,0,1,0,0,0,0,0,infracciones_2018,otras
2018,8917,Habilitación de empresa de radio taxi vencida (de 180 y hasta 360 días),1,0,0,0,0,0,1,0,0,0,0,0,0,infracciones_2018,otras
2018,8920,Asignación de viajes de radio taxi a vehículos sin licencias de taxis (quien asigne viajes),1,1,0,0,0,0,0,0,0,0,0,0,0,infracciones_2018,otras
2018,8921,"Asignación de viaje de radio taxi a vehículos sin licencias de taxis (titular, conductor o resp.)",1,0,0,0,0,0,0,0,0,0,0,0,1,infracciones_2018,otras
2018,8922,Requisitos del abonado,1,0,0,0,0,1,0,0,0,0,0,0,0,infracciones_2018,otras
2018,8924,Incumplimiento a la autorización para funcionar como radio taxi,2,0,0,0,0,0,0,0,0,0,0,2,0,infracciones_2018,otras
2018,8925,Nomina de abonados (empresa que no comunique detalle abonados a Autoridad Aplicación,2,0,0,0,1,0,0,0,0,1,0,0,0,infracciones_2018,otras
2018,8926,Nomina de abonados (prestar servicio con menor cantidad de abonados),16,2,1,2,3,0,0,1,3,0,2,1,1,infracciones_2018,otras
2018,8928,Personal de la empresa de radio taxi (trabajadores sin cumplir registración según leyes laborales)),1,0,0,0,0,0,1,0,0,0,0,0,0,infracciones_2018,otras
2018,8933,Recargo radio taxi,1,0,0,0,0,0,0,0,0,0,0,1,0,infracciones_2018,otras
2018,8935,Taxi con cartelería sin abono,1,0,0,0,0,0,0,0,0,0,1,0,0,infracciones_2018,otras
2018,8937,Servicio de radio taxi sin abono,1,0,0,1,0,0,0,0,0,0,0,0,0,infracciones_2018,otras
2018,8939,Equipo no homologado (quien preste servicios sin haber verificado y/o registrado ante la Autoridad,3,1,0,0,0,0,1,0,0,0,0,1,0,infracciones_2018,otras
2018,8940,Certificado de interconexión radioeléctrica,2,0,0,0,0,1,0,0,1,0,0,0,0,infracciones_2018,otras
2018,8942,"Taxi , transp escolar, remise, vehic fantasia , otro sin autorizacion",26,0,0,0,0,0,0,0,0,0,0,0,26,infracciones_2018,otras
2018,8943,Vehic transporte pasajeros no cumple con VTV,5,0,0,0,0,0,0,0,0,0,0,0,5,infracciones_2018,otras
2018,8944,Vehic transporte pasajeros en infraccion,5,0,0,0,0,0,0,0,0,0,0,0,5,infracciones_2018,otras
2019,1111,Expediente Infraccion de Transito,11549,754,421,470,940,1039,951,1239,1053,1386,1372,964,960,infracciones_2019,otras
2019,1149,Otras infracciones de transito,5,1,1,0,0,1,0,0,0,1,1,0,0,infracciones_2019,otras
2019,6100,Conducir sin portar la licencia,3753,421,397,335,378,400,286,325,339,208,184,249,231,infracciones_2019,documentacion
2019,6105,Falta de licencia o documentación o inhabilitado (transporte público),104,10,7,6,9,8,11,4,14,9,8,8,10,infracciones_2019,otras
2019,6110,Permitir conducir sin Licencia o Inhabilitado (titular/transporte),19,2,2,0,4,0,1,2,1,0,5,2,0,infracciones_2019,otras
2019,6120,Conducir con Licencia Vencida o Caduca,2962,286,225,219,248,192,221,312,325,259,199,240,236,infracciones_2019,documentacion
2019,6121,"Permitir conducir con licencia o documentación vencida (titular, mandataria o responsable)",344,53,22,32,24,28,22,35,34,16,18,30,30,infracciones_2019,otras
2019,6122,Licencia o documentación habilitante vencida (transporte público),180,10,7,13,23,13,12,13,17,23,19,15,15,infracciones_2019,otras
2019,6130,Conducir sin anteojos o lentes contacto segun Licencia,50,6,3,2,6,6,2,6,4,0,3,7,5,infracciones_2019,otras
2019,6140,Conducir c/licencia conductor No Correspondiente,1711,226,211,197,153,140,143,142,122,100,109,92,76,infracciones_2019,otras
2019,6150,Permitir Conducir c/licencia conductor No Correspondiente(titular/transporte),33,3,5,2,3,6,0,2,2,1,1,6,2,infracciones_2019,otras
2019,6160,Permitir o Facilitar manejo persona sin edad s/tipo vehiculo,13,2,1,0,3,0,0,0,1,1,2,2,1,infracciones_2019,otras
2019,6161,Exhibición de documentación (no exhibir ced verde vigente a nombre del tit  o ced azul de conductor),8278,954,852,715,826,753,594,725,694,578,515,553,519,infracciones_2019,documentacion
2019,6162,"Exceso de Velocidad + de 140 Km/h (taxis, pasajeros, escolares o remises)",4,1,0,0,0,3,0,0,0,0,0,0,0,infracciones_2019,otras
2019,6163,"Exceso de Velocidad mas de 20Km/h en Calle o Avenida (taxis, pasajeros, escolares, remises)",299,12,35,5,18,11,3,9,4,46,98,42,16,infracciones_2019,otras
2019,6164,"Exceso de Velocidad en màs de 40Km/h en vías rápidas (taxis, pasajeros, escolares o remises)",25,1,5,0,3,1,1,0,2,2,8,1,1,infracciones_2019,otras
2019,6166,Vehiculo Transporte de sustancias alimenticias sin habilitaciòn,10,0,1,0,0,0,1,0,2,0,1,1,4,infracciones_2019,otras
2019,6167,"Obstruccion de via (en carriles exclusivos y/o, metrobus y premetro)",1455,223,206,94,200,216,46,109,70,39,64,101,87,infracciones_2019,otras
2019,6168,"Titular o responsable vehiculo transporte de escolares que dañe, altere o retire disp de alcoholemia",3,0,1,0,1,0,0,0,0,1,0,0,0,infracciones_2019,alcohol
2019,6169,"Conductor que dañe, altere o retire dispositivo",4,1,0,0,1,1,0,0,0,0,0,0,1,infracciones_2019,otras
2019,6171,Obstruir LUGAR RESERVADO Vehíc. Persona discapac./RAMPA discapac.,759,54,46,36,91,83,64,68,78,36,79,69,55,infracciones_2019,otras
2019,6172,Obstruccion de circulacion al transito,144,12,25,12,25,15,10,5,11,3,8,9,9,infracciones_2019,otras
2019,6180,No exhibir documentacion sobre transporte de sustancias peligrosas,16,3,1,0,0,3,1,0,0,3,1,3,1,infracciones_2019,otras
2019,6181,Conductor vehiculo con taximetro que se negara sin justificacion a transportar pasajero,22,0,1,2,2,14,0,2,0,0,0,0,1,infracciones_2019,otras
2019,6182,Cond vehiculo con taximetro que se negara a interrumpir func del mecanismo y/o disp de publicidad,4,0,1,1,0,0,0,0,1,0,0,0,1,infracciones_2019,otras
2019,6183,Cond vehiculo con taximetro que no porte ficha identif del titular de la licencia o la del conductor,34,0,1,1,1,7,1,2,2,7,2,2,8,infracciones_2019,otras
2019,6184,Titular vehiculo de carga exceda peso maximo por eje,6,2,1,0,0,2,0,0,1,0,0,0,0,infracciones_2019,otras
2019,6185,Carga y descarga (propietario y/o responsable del comercio),348,100,53,23,44,103,1,3,15,2,1,3,0,infracciones_2019,otras
2019,6186,"Violacion de semaforo (taxis, escolares , pasajeros, remises. Prestando servicio)",5348,563,420,159,466,640,411,534,435,242,466,483,529,infracciones_2019,otras
2019,6187,"Negativa de someterse a control (taxis, escolares , pasajeros, remises. Prestando servicio)",16,2,1,1,3,1,1,0,2,0,1,3,1,infracciones_2019,alcohol
2019,6190,Falta poliza seguro contra terceros,4181,564,477,362,376,345,280,332,378,271,261,262,273,infracciones_2019,otras
2019,6191,Falta poliza seguro contra terceros (no cuente),3761,369,374,280,366,397,251,312,321,296,278,286,231,infracciones_2019,otras
2019,6200,Placas dominio. Falta/antirreglamentarias/mal estado,20422,2813,2142,1175,1863,2397,1325,1753,1553,981,1451,1553,1416,infracciones_2019,otras
2019,6220,Circular con Placas de OTRO dominio.,17,3,0,2,3,0,1,3,0,0,3,1,1,infracciones_2019,otras
2019,6230,Circular con equipo Antiradar o Antifoto,56,9,4,1,2,6,2,1,2,4,5,9,11,infracciones_2019,otras
2019,6240,Revision tecnica No porte certificado,489,67,46,14,25,60,54,39,51,35,41,28,29,infracciones_2019,otras
2019,6241,Revision tecnica (no realizarla o certificado vencido),3427,392,343,144,204,374,301,263,413,329,242,236,186,infracciones_2019,otras
2019,6242,Incumplimiento grabado de autopartes (Titular/Tomador),50,3,7,3,4,7,3,1,3,7,4,5,3,infracciones_2019,otras
2019,6243,Incumplimiento grabado de autopartes (Gestor /Mandat /Concesionaria /Intermediario ),2,0,0,0,1,0,0,1,0,0,0,0,0,infracciones_2019,otras
2019,6250,Frenos/Luces/elementos seguridad Falta o Deficientes,1544,103,64,61,120,222,152,145,269,85,121,113,89,infracciones_2019,otras
2019,6270,No uso cinturon de seguridad,15073,1791,1426,529,1395,1192,564,592,946,664,1219,2661,2094,infracciones_2019,otras
2019,6271,Menores de edad en asiento trasero SIN dispositivo retencion infantil o SIN acompañante mayor,7,0,0,0,1,2,0,0,0,0,0,4,0,infracciones_2019,otras
2019,6272,Sistemas o dispositivos de retencion infantil,1490,280,182,46,109,101,66,99,91,74,111,196,135,infracciones_2019,otras
2019,6280,"Limitador de velocidad, Falta / Funciona incorrectamente",12,3,1,0,2,0,0,1,1,1,3,0,0,infracciones_2019,otras
2019,6290,"Dispositivo control gases, Falta /Mal funcionamiento",33,10,3,2,3,1,1,2,4,3,2,2,0,infracciones_2019,otras
2019,6310,Verter liquido combustible o aguas servidas,11,0,0,0,3,3,0,1,0,3,0,0,1,infracciones_2019,otras
2019,6330,Dispositivo de control de ruido y silenciador Falta /Mal funcionamiento,157,126,24,1,0,0,1,1,1,1,0,0,2,infracciones_2019,otras
2019,6350,Uso indebido e bocina,997,136,130,57,118,110,44,61,78,27,69,80,87,infracciones_2019,otras
2019,6370,Colocacion Bocinas o sirenas antirreglamentarias,38,15,7,6,0,4,1,2,1,0,1,1,0,infracciones_2019,otras
2019,6390,Uso Paragolpe antirreglamentario,49,8,7,1,6,5,2,4,1,2,4,2,7,infracciones_2019,otras
2019,6410,Falta Paragolpe,94,18,6,2,10,12,7,7,6,3,8,8,7,infracciones_2019,otras
2019,6430,Uso de Vidrios tonalizados antirreglamentarios,267,23,29,30,18,26,28,44,12,10,16,19,12,infracciones_2019,otras
2019,6450,"Falta/sin vision, Espejos Retrovisores",2614,334,295,240,229,282,154,210,197,183,161,166,163,infracciones_2019,otras
2019,6470,Falta Tapa Combustible,9,2,0,0,0,2,1,0,0,2,0,0,2,infracciones_2019,otras
2019,6490,Conducir utilizando Celular / Auriculares / Reproductor de video,125765,14169,10688,4420,11631,13684,7291,9371,10119,6322,12068,13822,12180,infracciones_2019,otras
2019,6492,Conductor redactando/enviando mensaje de texto,22594,2669,1979,816,2209,2442,1233,1707,1895,1068,2148,2323,2105,infracciones_2019,otras
2019,6501,Permitir Viajar personas impedidas en asiento delantero,11084,1416,1103,402,918,939,535,955,956,517,1079,1107,1157,infracciones_2019,velocidad
2019,6519,No respetar limites de velocidad minimos,1,0,0,0,1,0,0,0,0,0,0,0,0,infracciones_2019,velocidad
2019,6525,Exceso Velocidad hasta 10Km/h de la Máxima permitida para el tipo de arteria,35866,3198,9423,1090,10791,3501,8,4,27,23,32,6063,1706,infracciones_2019,velocidad
2019,6526,Exceso Velocidad más de 10Km/h y hasta 20Km/h de la Máxima permitida para el tipo de arteria,39783,1395,3934,500,4494,2917,1544,2058,1828,6914,8369,4549,1281,infracciones_2019,velocidad
2019,6527,Exceso Velocidad hasta 20Km/h de la Máxima permitida en vías rápidas,207700,21367,44712,5773,44602,19936,5310,7316,7392,9839,13667,21350,6436,infracciones_2019,velocidad
2019,6528,Exceso Velocidad más de 20Km/h y hasta 40Km/h de la Máxima permitida en vías rápidas,45010,2048,4456,460,4273,3297,1377,1515,2306,4835,16615,3378,450,infracciones_2019,velocidad
2019,6529,Exceso Velocidad más 20Km de la Máxima permitida para el tipo de arteria y hasta 140 km/h,9689,203,550,49,559,399,172,274,232,1918,3520,1367,446,infracciones_2019,velocidad
2019,6530,Exceso Velocidad más de 40Km/h de la Máxima permitida en vías rápidas y hasta 140 km/h,1868,54,150,27,145,147,50,59,105,220,702,192,17,infracciones_2019,velocidad
2019,6531,Exceso Velocidad más de 140Km/h,527,73,121,5,96,62,27,23,19,38,36,24,3,infracciones_2019,velocidad
2019,6533,Exceso de Velocidad (para ser validado en DGAI),1,0,0,0,0,0,0,0,0,0,1,0,0,infracciones_2019,velocidad
2019,6540,Circulación en sentido contrario,8332,1427,1278,628,831,1686,268,304,634,210,331,382,353,infracciones_2019,velocidad
2019,6560,Invasión parcial de vías,114,8,9,9,13,13,10,9,4,10,9,13,7,infracciones_2019,velocidad
2019,6580,No respetar carriles/Maniobras Peligrosas,15109,1533,1376,627,1469,1585,936,1404,1258,854,1484,1293,1290,infracciones_2019,velocidad
2019,6600,Girar a izquierda/derecha en lugar prohibido,15371,1633,1356,624,1376,1482,1115,1409,1300,805,1393,1484,1394,infracciones_2019,otras
2019,6620,No respetar paso o cartel PARE en bocacalle,29,4,1,0,2,3,3,1,2,1,3,6,3,infracciones_2019,otras
2019,6640,Marcha atras en forma indebida,1934,451,362,177,261,457,26,15,86,14,35,27,23,infracciones_2019,otras
2019,6660,Forzar barrera/evadir pago peaje autopista,35630,28290,4021,291,414,454,337,251,315,166,385,357,349,infracciones_2019,peajes
2019,6670,Infrigir normas Transporte Sustancias Peligrosas,1,0,0,0,0,0,0,0,0,0,1,0,0,infracciones_2019,otras
2019,6680,Obstruir vía Transversal/Ciclovía/Vereda/Estac. reservado,4229,327,471,82,184,590,328,323,338,280,565,359,382,infracciones_2019,otras
2019,6700,No ceder Paso a Polic/Bombe/Ambula/Serv.Pub.o Urgen.,68,4,8,2,10,5,3,8,6,4,7,8,3,infracciones_2019,otras
2019,6720,Interrumpir Filas Escolares,12,3,0,1,1,1,1,2,0,0,0,3,0,infracciones_2019,otras
2019,6740,No respetar Senda Peatonal/Paso Peaton,16397,2521,1632,1082,1552,3251,587,1173,937,892,842,1335,593,infracciones_2019,otras
2019,6760,Circular por Zona/Carril o c/peso/poten./tamaño Prohibido,54168,12741,9033,2579,7185,5431,1022,3228,3030,77,4345,2550,2947,infracciones_2019,carriles
2019,6761,"Carriles o vías prohíbidas (tránsito rápido,diferenciado,metrobus)",14829,4641,1046,224,441,362,202,652,4783,218,1597,364,299,infracciones_2019,carriles
2019,6762,"Carriles o vías prohíbidas (ciclovía,contramano en contracarril)",1776,283,284,228,252,358,48,47,87,39,72,50,28,infracciones_2019,otras
2019,6780,Prohib.circular según DIA/HORA/CARAC.VEHIC (vehículos),1233879,44706,76391,70755,162788,166801,33374,250219,15492,76318,75209,156482,105344,infracciones_2019,otras
2019,6781,Prohib.circular según DIA/HORA/CARAC.VEHIC y/u OCUPANTES (moto),50,9,5,2,5,2,2,3,9,2,5,4,2,infracciones_2019,otras
2019,6782,Prohib.circular según DIA/HORA/CARAC.VEHIC y/u OCUPANTES s/norma 5.3.2.i Ley2148 (MOTO),9,1,3,0,0,1,0,3,0,0,1,0,0,infracciones_2019,otras
2019,6800,Nro.ocupantes mayor a capacidad vehiculo,974,185,108,41,100,75,34,73,49,40,79,64,126,infracciones_2019,otras
2019,6820,No respetar lugar asc/desc-acercar a acera/puertas abiertas etc(pasajeros),5262,375,110,182,725,756,468,571,447,476,665,284,203,infracciones_2019,otras
2019,6830,Ocupar lugar no destinado para viajar,29,5,1,1,4,4,1,2,0,3,3,4,1,infracciones_2019,otras
2019,6840,No cumplir norma uso radio/reproductor sonido/fumar/trato al pasajero,261,6,6,2,17,52,13,91,27,25,20,2,0,infracciones_2019,otras
2019,6850,No cumplir norma horario/ropa/requisito vehiculo Tte. pasajero,165,14,3,3,30,13,56,1,37,1,5,1,1,infracciones_2019,otras
2019,6860,No Cumplir Normas s/requisitos Vehículos  Escolares c/habilitación,1,0,0,0,0,0,0,0,0,1,0,0,0,infracciones_2019,otras
2019,6862,Conducir sin poseer la licencia,5740,592,499,448,458,409,435,539,624,478,420,434,404,infracciones_2019,otras
2019,6870,No Cumplir Normas s/requisitos Vehículos de Transporte c/habilitación,256,8,3,2,1,5,5,24,201,2,1,3,1,infracciones_2019,otras
2019,6871,Servicio de Taxis Sin Habilitación,44,1,4,4,4,5,4,11,4,4,1,2,0,infracciones_2019,otras
2019,6872,Servicio de radio taxis que incumpla la normativa legal vigente,1,0,0,0,0,0,0,1,0,0,0,0,0,infracciones_2019,otras
2019,6873,Radio taxi que no este abonado a una estación central o difiera estación abonada,1,0,0,1,0,0,0,0,0,0,0,0,0,infracciones_2019,otras
2019,6875,"Servicio de radio taxi, titular o mandataria que realice promociones o cobre tarifa no autorizada",3,0,0,1,0,1,1,0,0,0,0,0,0,infracciones_2019,otras
2019,6876,No aplicación de la tarifa de taxi vigente,39,0,0,6,1,2,0,5,3,5,0,0,17,infracciones_2019,otras
2019,6877,No Cumplir Normas/requisitos Vehículos de Transporte sin habilitación,78,32,6,3,5,9,5,3,7,3,2,2,1,infracciones_2019,otras
2019,6878,Requisitos de los vehiculos de transporte de carga,159,1,2,0,3,25,19,27,29,8,10,17,18,infracciones_2019,otras
2019,6879,Requisitos de los vehiculos de transporte de carga sin habilitacion,133,12,13,12,29,16,12,6,7,2,4,6,14,infracciones_2019,otras
